ticket_id,customer_id,ticket_created_at,ticket_channel,ticket_type,ticket_subject,ticket_description,ticket_priority,ticket_status,assigned_agent,first_response_time_minutes,resolution_time_hours,escalated,customer_satisfaction_rating,final_resolution
TICK-000568,CUST-00665,2025-10-03 06:41:00,Chat,Refund Request,Need refund for Mechanical Keyboard,I returned this last week and want my money back.,High,Resolved,Jordan,6,16.1,FALSE,3,Refund processed to original payment method.
TICK-000569,CUST-00621,2025-12-16 01:54:00,Social Media,Refund Request,Need refund for Mechanical Keyboard,I returned this last week and want my money back.,Critical,Resolved,Chris,294,3.5,FALSE,1,Refund processed to original payment method.
TICK-000570,CUST-00776,2026-04-05 00:52:00,Email,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Coffee Machine.",High,Escalated,Casey,117,,TRUE,,
TICK-000571,CUST-00490,2025-06-09 14:12:00,Phone,Payment Issue,Charged twice!,My card was declined but I see a charge.,Medium,Open,Riley,12,,FALSE,,
TICK-000572,CUST-00645,2025-07-06 20:30:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Pending,Taylor,253,,FALSE,,
TICK-000573,CUST-00827,2025-05-29 16:31:00,Chat,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Casey,8,22.8,FALSE,5,Sent manual reset link via SMS.
TICK-000574,CUST-00346,2025-05-26 10:53:00,Chat,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Low,Resolved,Alex,10,57.7,FALSE,3,Provided updated tracking link.
TICK-000575,CUST-00496,2025-10-20 10:48:00,Email,Refund Request,Need refund for Running Shoes,I returned this last week and want my money back.,Medium,Resolved,Jamie,144,2.6,FALSE,2,Refund processed to original payment method.
TICK-000576,CUST-00088,2025-06-20 14:45:00,Phone,Refund Request,Need refund for Running Shoes,I returned this last week and want my money back.,Critical,Resolved,Taylor,8,1.7,FALSE,4,Refund processed to original payment method.
TICK-000577,CUST-00500,2025-06-22 04:54:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Medium,Resolved,Alex,2,27.3,FALSE,3,Addressed multiple queries.
TICK-000578,CUST-00246,2025-12-25 22:10:00,Email,Wrong Product & Order Tracking,AGAIN: Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,Critical,Resolved,Casey,107,2.8,FALSE,4,Provided updated tracking link.
TICK-000579,CUST-00672,2025-10-03 16:01:00,Social Media,Refund Request,Need refund for Coffee Machine,I returned this last week and want my money back.,High,Pending,Jamie,213,,TRUE,,
TICK-000580,CUST-00670,2026-01-14 19:31:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Alex,238,29.6,FALSE,5,Addressed multiple queries.
TICK-000581,CUST-00921,2025-11-26 06:29:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Pending,Riley,270,,FALSE,,
TICK-000582,CUST-00546,2025-08-12 12:47:00,Email,Delivery Delay,Package is late,My Mechanical Keyboard was supposed to be here 2 days ago.,High,Resolved,Jordan,128,5.2,TRUE,3,"Escalated to carrier, offered $10 credit."
TICK-000583,CUST-00561,2025-05-18 04:40:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Chris,41,23.0,FALSE,4,Addressed multiple queries.
TICK-000584,CUST-00829,2025-08-08 03:58:00,Email,Order Tracking,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,Medium,Resolved,Morgan,90,46.6,FALSE,2,Provided updated tracking link.
TICK-000585,CUST-00257,2026-04-09 13:50:00,Chat,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Taylor,9,16.1,FALSE,5,Sent manual reset link via SMS.
TICK-000586,CUST-00252,2025-12-22 19:57:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Jamie,181,17.7,TRUE,3,Voided duplicate authorization hold.
TICK-000587,CUST-00502,2026-01-25 12:50:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,High,Escalated,Morgan,15,,TRUE,,
TICK-000588,CUST-00183,2025-07-16 22:09:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Open,Casey,274,,FALSE,,
TICK-000589,CUST-00514,2026-04-17 20:50:00,Chat,Delivery Delay,Package is late,My Yoga Mat was supposed to be here 2 days ago.,Critical,Resolved,Morgan,9,3.0,TRUE,1,"Escalated to carrier, offered $10 credit."
TICK-000590,CUST-00668,2025-06-22 15:15:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Medium,Resolved,Morgan,1,60.6,FALSE,2,Addressed multiple queries.
TICK-000591,CUST-00795,2025-06-27 23:52:00,Phone,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Pat,14,6.5,FALSE,4,Addressed multiple queries.
TICK-000592,CUST-00084,2025-07-28 06:36:00,Phone,Order Tracking,Where is my Laptop Stand?,I ordered a Laptop Stand and the tracking hasn't updated.,Low,Resolved,Riley,9,45.1,FALSE,5,Provided updated tracking link.
TICK-000593,CUST-00844,2025-08-31 17:49:00,Email,Delivery Delay,Package is late,My Mechanical Keyboard was supposed to be here 2 days ago.,Low,Resolved,Sam,82,57.7,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-000594,CUST-00762,2025-05-23 11:37:00,Chat,Product Damage & Refund Request,Need refund for Mechanical Keyboard,I returned this last week and want my money back.,High,Open,Jamie,11,,TRUE,,
TICK-000595,CUST-00902,2026-04-24 03:17:00,Email,Refund Request,Need refund for Smart TV,I returned this last week and want my money back.,Medium,Resolved,Chris,69,16.7,FALSE,2,Refund processed to original payment method.
TICK-000596,CUST-00668,2025-10-02 14:02:00,Phone,Order Tracking,Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,Low,Resolved,Jamie,8,33.0,FALSE,3,Provided updated tracking link.
TICK-000597,CUST-00174,2026-02-02 18:05:00,Chat,Refund Request,Need refund for Mechanical Keyboard,I returned this last week and want my money back.,High,Resolved,Alex,10,10.2,FALSE,3,Refund processed to original payment method.
TICK-000598,CUST-00662,2025-12-22 15:07:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,High,Resolved,Jamie,13,22.8,FALSE,5,Addressed multiple queries.
TICK-000599,CUST-00081,2025-07-07 00:08:00,Chat,Account Issue & Order Tracking,Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,Medium,Resolved,Jordan,12,39.3,FALSE,1,Provided updated tracking link.
TICK-000600,CUST-00816,2025-08-18 22:38:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,Medium,Pending,Pat,243,,FALSE,,
TICK-000601,CUST-00253,2026-04-11 04:46:00,Chat,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Riley,8,57.5,FALSE,2,Sent manual reset link via SMS.
TICK-000602,CUST-00639,2025-11-23 23:38:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Wireless Earbuds.",Medium,Resolved,Morgan,12,44.2,FALSE,5,Issued return label and shipped correct item.
TICK-000603,CUST-00481,2025-10-24 04:06:00,Chat,Delivery Delay,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,Medium,Resolved,Sam,7,43.3,FALSE,2,"Escalated to carrier, offered $10 credit."
TICK-000604,CUST-00934,2026-01-31 12:15:00,Phone,Order Tracking,Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,Low,Resolved,Casey,14,70.3,FALSE,1,Provided updated tracking link.
TICK-000605,CUST-00950,2025-07-23 21:03:00,Phone,Delivery Delay,Package is late,My Coffee Machine was supposed to be here 2 days ago.,High,Pending,Morgan,2,,FALSE,,
TICK-000606,CUST-00357,2025-09-11 17:58:00,Phone,Delivery Delay,Package is late,My Mechanical Keyboard was supposed to be here 2 days ago.,Critical,Open,Morgan,6,,TRUE,,
TICK-000607,CUST-00596,2025-11-16 11:05:00,Chat,Refund Request,Need refund for Electric Toothbrush,I returned this last week and want my money back.,Medium,Resolved,Alex,5,9.4,FALSE,4,Refund processed to original payment method.
TICK-000608,CUST-00328,2025-08-26 07:09:00,Chat,Unknown Issue,Question,Does it work?,Low,Resolved,Riley,8,61.1,FALSE,1,Clarified user question and provided specs.
TICK-000609,CUST-00697,2025-09-17 03:48:00,Phone,Order Tracking,Where is my Mechanical Keyboard?,I ordered a Mechanical Keyboard and the tracking hasn't updated.,Low,Resolved,Pat,12,60.8,FALSE,5,Provided updated tracking link.
TICK-000610,CUST-00804,2025-05-30 22:20:00,Email,Product Damage,Laptop Stand arrived broken,The box was smashed and the item is damaged.,High,Resolved,Alex,198,12.2,TRUE,2,Sent overnight replacement.
TICK-000611,CUST-00248,2025-12-27 07:24:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Jordan,11,4.4,FALSE,4,Voided duplicate authorization hold.
TICK-000612,CUST-00516,2025-12-23 05:46:00,Phone,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Riley,11,55.4,FALSE,2,Sent manual reset link via SMS.
TICK-000613,CUST-00078,2025-09-16 23:53:00,Social Media,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Taylor,195,41.3,FALSE,5,Sent manual reset link via SMS.
TICK-000614,CUST-00038,2025-10-19 14:27:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Resolved,Riley,113,1.2,FALSE,1,Voided duplicate authorization hold.
TICK-000615,CUST-00008,2025-09-01 04:20:00,Phone,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Medium,Resolved,Taylor,9,42.0,FALSE,4,Addressed multiple queries.
TICK-000616,CUST-00521,2025-11-24 22:38:00,Email,Refund Request,Need refund for Laptop Stand,I returned this last week and want my money back.,High,Resolved,Jamie,147,14.3,FALSE,2,Refund processed to original payment method.
TICK-000617,CUST-00219,2025-12-04 06:47:00,Social Media,Refund Request,Need refund for Mechanical Keyboard,I returned this last week and want my money back.,Critical,Escalated,Pat,295,,TRUE,,
TICK-000618,CUST-00289,2025-11-01 14:41:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Morgan,15,10.3,FALSE,4,Voided duplicate authorization hold.
TICK-000619,CUST-00781,2025-06-07 23:49:00,Chat,Delivery Delay,Package is late,My Smart TV was supposed to be here 2 days ago.,Medium,Resolved,Alex,10,71.5,FALSE,2,"Escalated to carrier, offered $10 credit."
TICK-000620,CUST-00131,2025-09-25 11:33:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Chris,2,11.7,FALSE,5,Voided duplicate authorization hold.
TICK-000621,CUST-00704,2025-12-09 00:53:00,Chat,Order Tracking,Where is my Coffee Machine?,I ordered a Coffee Machine and the tracking hasn't updated.,Low,Resolved,Casey,9,62.8,FALSE,2,Provided updated tracking link.
TICK-000622,CUST-00809,2025-09-21 23:04:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Wireless Earbuds.",High,Resolved,Jordan,4,23.0,TRUE,3,Issued return label and shipped correct item.
TICK-000623,CUST-00572,2025-11-18 17:29:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Open,Jordan,93,,FALSE,,
TICK-000624,CUST-00811,2025-09-02 10:40:00,Email,Order Tracking,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,Low,Open,Jamie,25,,FALSE,,
TICK-000625,CUST-00291,2026-04-18 22:11:00,Chat,Refund Request,Need refund for Blender,I returned this last week and want my money back.,Medium,Resolved,Pat,12,22.6,FALSE,1,Refund processed to original payment method.
TICK-000626,CUST-00949,2026-01-23 15:18:00,Chat,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Medium,Open,Chris,15,,FALSE,,
TICK-000627,CUST-00538,2026-02-04 21:20:00,Social Media,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Open,Casey,108,,TRUE,,
TICK-000628,CUST-00911,2026-01-05 08:36:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Alex,3,9.6,TRUE,5,Voided duplicate authorization hold.
TICK-000629,CUST-00722,2025-12-24 00:20:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Coffee Machine.",Medium,Resolved,Sam,12,26.0,FALSE,5,Issued return label and shipped correct item.
TICK-000630,CUST-00458,2025-10-13 14:39:00,Chat,Refund Request,Need refund for Electric Toothbrush,I returned this last week and want my money back.,Medium,Resolved,Jordan,10,5.6,FALSE,1,Refund processed to original payment method.
TICK-000631,CUST-00195,2026-03-03 00:15:00,Phone,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Jamie,15,21.2,FALSE,1,Voided duplicate authorization hold.
TICK-000632,CUST-00995,2025-10-27 06:11:00,Email,Delivery Delay,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,Medium,Resolved,Jordan,145,59.5,FALSE,1,"Escalated to carrier, offered $10 credit."
TICK-000633,CUST-00686,2025-06-21 21:10:00,Chat,Account Issue,Can't log in,Password reset not sending.,High,Pending,Casey,15,,TRUE,,
TICK-000634,CUST-00375,2025-12-19 10:48:00,Chat,Order Tracking,Where is my Coffee Machine?,I ordered a Coffee Machine and the tracking hasn't updated.,Medium,Resolved,Jordan,1,18.5,FALSE,4,Provided updated tracking link.
TICK-000635,CUST-00761,2025-12-03 03:42:00,Email,Delivery Delay,Package is late,My Gaming Mouse was supposed to be here 2 days ago.,Medium,Resolved,Jordan,277,45.3,FALSE,1,"Escalated to carrier, offered $10 credit."
TICK-000636,CUST-00508,2025-11-13 00:28:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Coffee Machine.",Low,Resolved,Jordan,3,49.2,FALSE,3,Issued return label and shipped correct item.
TICK-000637,CUST-00511,2025-10-02 22:19:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Mechanical Keyboard.",Medium,Pending,Jordan,15,,FALSE,,
TICK-000638,CUST-01000,2025-10-06 12:10:00,Email,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Electric Toothbrush.",Medium,Resolved,Sam,156,25.1,FALSE,1,Issued return label and shipped correct item.
TICK-000639,CUST-00311,2026-04-13 04:27:00,Email,Refund Request,Need refund for Electric Toothbrush,I returned this last week and want my money back.,High,Resolved,Pat,30,8.2,TRUE,5,Refund processed to original payment method.
TICK-000640,CUST-00777,2026-04-26 00:33:00,Chat,Order Tracking,Where is my Smart TV?,I ordered a Smart TV and the tracking hasn't updated.,Low,Resolved,Sam,2,32.2,FALSE,4,Provided updated tracking link.
TICK-000641,CUST-00758,2025-06-24 03:56:00,Social Media,Wrong Product & Order Tracking,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,Medium,Resolved,Taylor,278,50.1,FALSE,3,Provided updated tracking link.
TICK-000642,CUST-00109,2026-03-14 17:13:00,Social Media,Refund Request & Product Damage,Need refund for Smart TV,I returned this last week and want my money back.,High,Resolved,Casey,264,19.0,FALSE,2,Refund processed to original payment method.
TICK-000643,CUST-00084,2025-11-17 12:12:00,Chat,Order Tracking,Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,Medium,Resolved,Jamie,2,60.3,FALSE,3,Provided updated tracking link.
TICK-000644,CUST-00235,2026-01-29 20:55:00,Chat,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Sam,4,2.6,FALSE,2,Sent manual reset link via SMS.
TICK-000645,CUST-00930,2026-05-07 09:02:00,Chat,Order Tracking,Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,Low,Resolved,Alex,5,28.9,FALSE,5,Provided updated tracking link.
TICK-000646,CUST-00301,2026-02-19 14:02:00,Phone,Delivery Delay,Package is late,My Smart TV was supposed to be here 2 days ago.,Medium,Resolved,Chris,14,1.1,FALSE,4,"Escalated to carrier, offered $10 credit."
TICK-000647,CUST-00405,2025-11-25 08:27:00,Email,Refund Request,Need refund for Wireless Earbuds,I returned this last week and want my money back.,High,Pending,Pat,236,,FALSE,,
TICK-000648,CUST-00312,2025-07-04 01:19:00,Email,Refund Request,Need refund for Coffee Machine,I returned this last week and want my money back.,High,Resolved,Riley,153,15.0,TRUE,5,Refund processed to original payment method.
TICK-000649,CUST-00144,2026-01-29 23:47:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Open,Chris,233,,FALSE,,
TICK-000650,CUST-00996,2025-07-16 13:00:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Jordan,3,68.9,FALSE,5,Addressed multiple queries.
TICK-000651,CUST-00612,2026-02-23 08:11:00,Social Media,Refund Request,Need refund for Mechanical Keyboard,I returned this last week and want my money back.,Medium,Resolved,Taylor,48,66.4,FALSE,3,Refund processed to original payment method.
TICK-000652,CUST-00322,2025-07-11 15:11:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Morgan,21,27.3,FALSE,5,Addressed multiple queries.
TICK-000653,CUST-00380,2025-07-28 12:09:00,Email,Product Damage,Laptop Stand arrived broken,The box was smashed and the item is damaged.,High,Resolved,Chris,169,23.6,FALSE,5,Sent overnight replacement.
TICK-000654,CUST-00542,2026-04-12 10:38:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Chris,44,59.2,FALSE,3,Addressed multiple queries.
TICK-000655,CUST-00262,2026-01-15 06:35:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,High,Escalated,Chris,94,,TRUE,,
TICK-000656,CUST-00997,2026-02-06 19:18:00,Social Media,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Casey,61,41.2,FALSE,3,Sent manual reset link via SMS.
TICK-000657,CUST-00081,2025-06-26 07:57:00,Phone,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Coffee Machine.",Medium,Resolved,Alex,6,66.5,FALSE,3,Issued return label and shipped correct item.
